HEADER.SALESORDERID,SALESORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,OPITEMPOS,QUANTITY,QUANTITYUNIT,DELIVERYDATE
500000975,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000975,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000976,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000976,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000977,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000977,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000978,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000978,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000979,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000979,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000980,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000980,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000981,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000981,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000982,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000982,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000983,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000983,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000984,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000984,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000985,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000985,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000986,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000986,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000987,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000987,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000988,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000988,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000989,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000989,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000990,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000990,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000991,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000991,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000992,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000992,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000993,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000993,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000994,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000994,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000995,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000995,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000996,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000996,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000997,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000997,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000998,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000998,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000999,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000999,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500001000,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2014-12-04
500001000,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2014-12-04
500001001,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2014-12-04
500001001,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2014-12-04
500001002,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2014-12-04
500001002,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2014-12-04
500001003,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2014-12-04
500001003,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2014-12-04
500001004,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2014-12-04
500001004,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2014-12-04
500001005,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2014-12-04
500001005,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2014-12-04
500001006,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2014-12-04
500001006,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2014-12-04
500001007,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2014-12-04
500001007,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2014-12-04
500001008,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2014-12-04
500001008,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2014-12-04
500001009,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2014-12-04
500001009,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2014-12-04
500001010,10,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2014-12-04
500001010,20,HT-1002,,USD,1868.3,1570,298.3,I,,1,EA,2014-12-04
500001011,10,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2014-12-04
500001011,20,HT-1002,,USD,1868.3,1570,298.3,I,,1,EA,2014-12-04
500001012,10,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2014-12-04
500001012,20,HT-1002,,USD,1868.3,1570,298.3,I,,1,EA,2014-12-04
500001013,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001013,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001014,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001014,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001015,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001015,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001016,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001016,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001017,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001017,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001018,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001018,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001019,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001019,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001020,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001020,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001021,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001021,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001022,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001022,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001023,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001023,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001024,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001024,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001025,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001025,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001026,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001026,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001027,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2014-12-04
500001027,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
500001028,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2014-12-04
